V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1611,1385,1631,714,1299,440,287,1344,574,832,570,1429,587,1244,612,707,1154,1145,833,1202,817,985,1050,702,985,740,411,699,0,1
1577,1350,1640,554,1313,435,300,1388,792,836,520,1373,318,1181,489,632,1170,1087,863,1175,888,958,1043,584,849,530,406,673,3,1
1555,1322,1577,465,1307,414,315,1396,631,846,290,1340,618,1184,476,608,1132,1181,546,1154,831,800,1041,551,912,430,407,692,21,1
1589,1356,1562,354,1286,426,342,1391,754,714,365,1358,528,1225,676,636,1150,1062,908,1185,857,904,1055,587,970,416,411,684,36,1
390,499,0,1700,0,1700,1700,651,320,125,1156,656,1700,783,1700,1700,697,838,1685,0,47,1441,1008,1700,1389,1668,1700,0,1700,0
1657,1342,1591,459,1301,427,297,1412,807,795,407,1463,741,1160,364,711,1111,1146,995,1187,854,885,1045,487,965,982,404,689,2,1
1532,1458,1492,571,1312,446,271,1108,1019,838,473,1185,793,1093,443,717,1338,1371,703,1139,1229,616,1101,670,751,367,399,683,0,1
1617,1392,1591,673,1324,422,319,1401,527,890,483,1391,699,1202,303,751,1057,1127,556,1183,864,942,1048,820,897,563,393,679,0,1
1600,1391,1606,524,1313,398,317,1398,667,766,498,1308,462,1108,724,708,1216,1161,620,1184,860,916,1045,745,915,481,398,684,0,1
1631,1394,1551,688,1328,414,322,1401,530,871,254,1340,677,1220,320,725,1086,1013,555,1180,859,902,1054,736,836,523,409,694,0,1
1656,1372,1551,522,1311,399,309,1403,652,783,674,1408,560,1145,628,727,1205,1144,714,1183,853,851,1052,669,958,704,405,691,0,1
1653,1381,1580,717,1310,409,306,1404,778,782,546,1163,797,1190,432,723,1275,1087,549,1181,840,783,1055,682,948,549,406,692,0,1
1658,1339,1558,413,1301,407,301,1404,617,832,526,1333,567,1141,493,792,1186,1044,989,1192,854,834,1048,543,964,497,405,691,6,1
1592,1383,1587,674,1277,447,288,1260,715,697,377,1435,594,1116,505,685,1274,1207,944,1218,762,1009,1063,793,972,611,419,702,21,1
1668,1343,1483,523,1310,388,315,1392,791,734,394,1372,585,1077,557,700,1244,1201,796,1193,856,843,1046,579,937,426,405,691,18,1
1611,1361,1538,423,1317,404,323,1399,714,723,349,1396,779,1097,475,710,1179,1137,788,1194,854,839,1067,726,866,508,406,694,12,1
1546,1164,1436,566,1284,411,340,1385,836,728,286,1341,373,1279,612,666,1141,1155,806,1272,902,762,1001,795,866,304,389,703,141,1
1601,1384,1588,486,1315,389,319,1400,647,757,392,1307,456,1170,607,734,1152,1158,622,1183,855,843,1048,702,959,427,404,689,2,1
1468,1433,1447,768,1267,388,250,1451,430,492,763,815,626,763,611,285,394,448,1209,1194,892,860,1046,711,922,482,429,727,7,0
1440,1455,1442,475,1294,441,272,1166,819,602,825,973,748,945,428,606,990,1171,863,1125,1165,582,1084,607,967,430,444,714,17,1
1357,1347,1443,662,1337,436,228,980,739,794,544,1433,385,1121,637,752,1309,1331,1208,1175,617,1092,1101,676,929,969,457,694,1,1
1582,1421,1464,620,1313,379,306,1412,525,671,525,1166,611,986,622,588,1029,1045,882,1190,873,937,1057,584,847,434,433,709,3,1
1519,1318,1600,616,1307,404,316,1395,753,829,321,1298,366,1203,610,667,1155,1115,1023,1156,841,909,1075,740,937,537,408,705,14,1
1674,1358,1551,767,1321,464,298,1424,792,869,514,1202,761,1295,214,695,1181,1005,488,1178,856,920,1056,411,903,644,406,686,2,1
521,1826,535,994,1052,328,49,1899,329,350,813,987,805,965,530,429,485,481,855,1241,879,667,1019,678,1143,514,449,709,0,0
1633,1382,1539,626,1291,395,284,1417,586,703,744,1194,508,1070,600,576,805,910,856,1189,870,858,1053,754,967,447,424,699,0,0
1689,1376,1453,502,1325,383,320,1389,707,759,413,1333,520,1122,603,681,1241,1193,761,1181,862,935,1046,749,1008,519,404,688,0,1
1568,1345,1544,682,1296,463,374,1351,596,931,486,1292,579,1147,363,770,1010,1088,644,1153,820,859,1070,693,928,482,386,623,55,1
1598,1463,1377,739,1366,443,317,1440,521,662,700,1005,748,869,466,886,1540,1636,400,1185,845,775,1040,702,1023,716,394,686,0,0
1661,1334,1499,522,1306,392,312,1395,795,731,434,1395,709,1064,668,730,1225,1232,723,1198,860,852,1047,585,901,393,405,693,24,1
1577,1312,1548,915,1317,420,329,1376,676,919,497,1140,972,1291,526,676,1184,1060,918,1185,840,843,1063,895,840,611,407,652,42,1
1517,1346,1473,878,1393,375,299,1419,439,693,654,1218,522,749,767,782,1580,1320,281,1207,862,833,1062,141,902,717,411,707,0,0
1651,1368,1592,716,1301,416,299,1416,727,800,528,1346,311,1061,331,757,1232,1282,689,1181,854,877,1049,724,965,647,408,692,0,1
1644,1347,1487,851,1317,402,323,1390,683,796,500,1143,969,1141,377,794,1269,1219,457,1206,851,737,1044,546,889,502,399,694,38,1
1679,1377,1530,776,1318,429,301,1414,630,839,498,1356,677,1024,439,845,1176,1373,536,1184,857,883,1055,607,896,591,407,690,1,1
1550,1382,1498,423,1272,394,262,1445,448,575,787,937,497,876,403,522,590,584,938,1204,900,972,1054,632,951,552,441,703,8,0
1579,1465,1458,751,1347,385,327,1384,399,652,493,1202,632,736,519,899,1477,1573,375,1182,875,753,1037,328,985,651,407,699,0,0
1653,1387,1523,623,1316,398,308,1409,695,705,708,1334,336,932,541,764,1377,1351,654,1183,843,790,1050,591,971,481,409,694,0,1
1545,1327,1530,548,1308,420,351,1373,688,893,542,1303,372,1232,601,679,1085,1176,938,1186,844,922,1067,818,897,396,426,685,42,1
1656,1393,1545,713,1315,392,311,1398,734,767,552,1070,664,1150,561,787,1294,1287,544,1182,841,774,1051,651,969,578,404,693,0,1
1687,1337,1528,399,1301,407,294,1408,681,831,574,1333,552,1096,533,810,1208,1114,865,1186,866,948,1057,780,891,544,406,689,1,1
1600,1434,1391,776,1286,364,258,1429,439,405,906,714,357,555,702,383,565,698,901,1202,885,809,1045,630,1025,524,453,717,0,0
1573,1410,1530,553,1294,393,282,1424,550,609,549,978,445,941,692,528,713,801,959,1197,864,775,1049,535,916,641,441,706,0,0
1684,1361,1483,493,1321,411,309,1403,750,765,485,1414,666,1088,456,733,1190,1274,893,1185,849,835,1051,539,945,495,405,689,3,1
1622,1389,1590,695,1308,435,293,1338,575,835,299,1292,426,1276,779,718,1142,1102,850,1200,806,883,1053,455,954,678,411,701,0,1
1570,1340,1545,714,1299,458,368,1355,607,929,488,1272,632,1167,385,757,1034,1084,681,1157,823,857,1069,721,916,499,389,627,53,1
1492,1426,1472,459,1301,429,287,1237,787,639,680,1103,758,991,442,638,1048,1161,840,1146,1070,660,1079,643,936,454,432,708,16,1
1652,1377,1558,671,1308,408,303,1413,712,754,615,1340,324,999,432,761,1303,1316,672,1182,849,835,1050,660,968,567,408,693,0,1
1675,1382,1480,553,1322,388,316,1395,706,733,460,1329,523,1034,608,710,1298,1225,704,1182,853,875,1047,676,997,507,406,691,0,1
1495,1387,1473,615,1318,388,283,1300,697,736,636,1189,584,895,595,607,975,967,821,1182,800,867,1069,661,886,386,393,716,0,1
1652,1372,1577,699,1305,412,301,1414,725,779,525,1334,327,1032,391,757,1264,1284,675,1181,851,856,1049,691,968,615,408,693,0,1
1682,1380,1472,546,1323,384,318,1391,712,760,442,1279,550,1127,594,703,1252,1213,716,1181,857,902,1047,729,1000,531,404,689,0,1
1646,1368,1530,789,1316,454,293,1425,764,833,572,1115,752,1222,270,647,1099,948,557,1178,859,916,1058,433,895,635,399,691,2,1
1520,1411,1487,451,1305,423,296,1276,770,659,601,1172,763,1016,450,655,1079,1155,828,1157,1019,703,1076,663,920,467,426,705,15,1
1457,1440,1443,613,1283,438,203,1054,681,517,635,1117,800,1158,718,526,932,1022,1214,1244,642,1145,1084,605,901,533,407,687,0,1
1654,1385,1529,641,1315,398,308,1406,720,710,516,1294,379,936,588,756,1366,1288,630,1183,843,791,1049,584,976,512,409,694,0,1
1657,1339,1496,528,1305,393,312,1393,781,723,441,1379,696,1057,667,723,1213,1222,730,1198,859,855,1047,591,902,396,406,693,24,1
1656,1393,1544,710,1315,392,311,1398,733,764,551,1080,659,1141,563,786,1298,1286,547,1182,841,775,1051,648,970,575,404,693,0,1
1584,1417,1475,608,1314,380,307,1411,536,679,513,1179,597,1003,620,601,1040,1055,858,1189,871,928,1056,595,857,433,431,707,3,1
1579,1393,1483,522,1306,404,305,1423,652,628,518,1281,685,935,392,660,1101,1144,779,1190,866,888,1061,723,883,486,416,696,12,1
1587,1385,1496,499,1309,404,309,1418,667,651,478,1308,707,973,412,672,1119,1143,782,1191,863,877,1062,723,879,492,414,695,12,1
1605,1378,1486,467,1311,398,299,1406,740,704,562,1293,587,1012,572,654,1074,1121,857,1180,859,843,1040,600,932,418,392,689,3,1
1653,1387,1523,623,1316,398,309,1409,695,705,707,1335,338,932,541,764,1377,1351,654,1183,843,790,1050,591,971,481,409,694,0,1
1645,1368,1566,654,1319,434,307,1414,733,824,465,1244,638,1244,372,711,1169,1067,542,1180,855,889,1053,528,926,557,405,687,2,1
1571,1386,1487,456,1307,393,295,1408,736,677,595,1242,554,979,621,621,1024,1055,842,1177,863,846,1035,625,926,385,386,689,3,1
1623,1374,1485,473,1314,401,302,1405,742,718,545,1321,605,1029,545,672,1100,1156,865,1181,857,841,1043,586,935,436,395,689,3,1
1571,1335,1546,752,1302,451,360,1359,620,927,490,1246,697,1190,412,742,1063,1080,727,1163,826,854,1068,754,901,521,392,631,51,1
1640,1382,1442,588,1305,382,295,1406,724,594,825,1037,805,957,466,587,998,1090,828,1196,867,852,1051,608,935,432,422,700,10,1
1625,1391,1505,688,1317,419,302,1418,649,763,520,1183,680,1129,432,637,1100,1026,699,1184,865,929,1056,504,873,531,420,699,2,1
1623,1389,1587,692,1309,433,294,1340,581,830,307,1292,425,1262,773,720,1152,1109,841,1199,807,879,1053,460,955,670,411,701,0,1
1597,1337,1508,707,1313,411,336,1382,685,842,520,1219,686,1185,483,739,1182,1199,686,1197,848,825,1055,675,893,452,412,690,40,1
1618,1396,1498,677,1316,412,303,1417,629,748,521,1180,669,1106,463,629,1088,1029,729,1185,866,930,1056,517,869,516,422,700,2,1
1651,1379,1551,674,1317,415,307,1409,636,810,461,1339,599,1075,498,806,1168,1298,566,1184,856,869,1053,641,918,534,406,690,1,1
1686,1337,1529,401,1301,407,295,1408,680,830,571,1333,550,1097,534,808,1207,1115,861,1186,866,947,1057,779,892,542,406,689,1,1
1682,1361,1498,552,1321,422,307,1407,759,787,491,1369,686,1132,404,725,1188,1217,806,1184,851,853,1052,512,936,527,405,688,3,1
1594,1337,1509,696,1312,411,337,1381,685,846,522,1224,665,1188,491,735,1175,1197,702,1196,847,832,1056,685,893,448,413,690,40,1
1656,1391,1536,683,1316,393,311,1400,729,742,538,1147,567,1067,585,776,1327,1287,571,1182,841,775,1050,619,973,547,406,693,0,1
1575,1320,1547,856,1312,431,340,1370,655,922,494,1178,873,1255,485,700,1140,1067,849,1177,835,847,1065,844,862,578,401,645,45,1
1677,1359,1533,695,1321,450,301,1418,781,842,506,1258,736,1240,278,705,1183,1076,594,1180,854,897,1054,445,914,605,406,687,2,1
1636,1379,1591,705,1305,426,296,1374,646,819,406,1317,373,1176,569,737,1184,1186,775,1191,828,880,1051,581,959,663,409,697,0,1
1361,1348,1445,662,1336,436,229,986,736,794,540,1430,385,1124,639,751,1306,1327,1202,1176,620,1088,1100,672,929,964,456,694,1,1
1635,1385,1514,705,1318,428,302,1419,678,785,519,1187,697,1163,388,649,1116,1022,656,1183,863,927,1056,485,879,555,417,696,2,1
1537,1332,1527,580,1304,422,343,1379,657,859,591,1254,394,1182,611,647,1013,1106,933,1185,848,933,1069,788,899,428,428,682,41,1
1654,1389,1532,661,1316,396,310,1404,712,731,642,1223,475,1024,549,774,1342,1324,608,1182,842,784,1050,617,971,522,407,694,0,1
1626,1387,1460,472,1314,395,300,1409,575,693,530,1249,720,959,467,597,1071,1177,778,1183,855,822,1047,644,959,679,402,691,2,1
1627,1338,1503,867,1317,407,324,1387,681,828,500,1142,970,1180,415,764,1248,1178,576,1201,848,765,1049,636,876,530,401,683,39,1
1434,1419,1443,624,1295,437,209,1037,694,580,615,1189,705,1149,699,578,1018,1093,1213,1228,636,1133,1088,621,907,632,419,689,0,1
1653,1387,1526,635,1316,398,309,1407,700,714,687,1299,380,961,543,767,1366,1343,640,1183,843,788,1050,599,971,494,408,694,0,1
1588,1409,1503,578,1314,382,310,1408,564,698,483,1211,562,1044,617,634,1068,1081,800,1188,867,907,1054,622,882,432,424,703,2,1
1563,1321,1542,900,1310,422,323,1383,639,874,563,1104,910,1221,550,637,1083,990,915,1183,845,867,1066,847,850,619,412,653,40,1
1634,1372,1571,615,1318,423,310,1411,713,808,448,1259,596,1227,426,716,1165,1088,560,1181,855,878,1052,568,933,527,405,688,2,1
1533,1335,1526,598,1301,423,338,1382,638,840,619,1225,406,1153,617,628,972,1065,930,1183,850,938,1070,771,900,447,430,680,40,1
1671,1367,1537,567,1309,399,303,1402,709,797,562,1193,611,1125,548,798,1254,1206,694,1184,853,856,1054,711,933,562,405,691,1,1
1654,1388,1520,630,1317,396,310,1404,716,698,510,1286,390,922,632,755,1383,1286,624,1183,840,779,1050,559,978,493,409,695,0,1
1652,1370,1583,707,1303,414,300,1415,726,788,527,1339,320,1045,364,757,1250,1283,681,1181,852,866,1049,706,966,629,408,692,0,1
1599,1397,1466,527,1311,401,294,1417,511,686,556,1130,766,952,416,531,1019,1074,636,1180,858,836,1046,659,955,791,401,691,2,1
1654,1388,1520,628,1317,396,310,1406,714,697,549,1295,380,919,613,757,1386,1300,626,1183,841,779,1050,567,977,489,409,695,0,1
1680,1373,1530,736,1316,426,300,1413,635,838,506,1354,664,1032,449,842,1179,1346,570,1184,858,890,1055,626,895,586,407,690,1,1
1534,1338,1530,870,1298,427,310,1397,568,785,692,1034,788,1085,596,561,885,856,908,1179,856,914,1072,755,871,633,423,655,37,1
1656,1391,1517,621,1319,395,312,1401,692,695,541,1360,668,904,603,748,1374,1254,625,1185,843,799,1049,581,986,490,409,695,0,1
1495,1360,1552,572,1303,415,302,1324,773,759,477,1198,484,1123,553,648,1104,1132,974,1146,941,808,1078,699,947,504,419,708,15,1
1556,1335,1537,612,1302,441,362,1362,644,911,515,1298,471,1191,487,723,1049,1134,797,1170,833,892,1068,758,912,437,407,655,48,1
1657,1368,1517,491,1319,404,312,1402,717,762,455,1380,599,1114,504,734,1178,1237,806,1185,851,837,1050,591,949,474,405,689,3,1
1652,1338,1519,428,1305,410,287,1362,687,827,571,1344,534,1099,544,803,1219,1138,902,1185,839,964,1062,769,895,590,412,689,1,1
1541,1331,1528,578,1302,420,344,1382,655,848,541,1265,386,1197,572,656,1036,1102,886,1192,851,909,1073,798,902,413,424,688,43,1
1590,1394,1527,473,1312,386,308,1406,555,704,465,1224,586,1036,553,629,1076,1132,647,1182,857,830,1046,715,964,597,402,691,2,1
1468,1450,1444,608,1277,438,200,1062,674,488,645,1084,844,1162,726,502,892,989,1215,1252,645,1151,1083,598,898,486,402,686,0,1
1500,1338,1550,653,1299,400,305,1410,680,757,433,1212,406,1100,596,628,1048,1044,1012,1160,848,896,1073,715,940,593,417,701,14,1
1665,1381,1518,733,1316,422,300,1414,603,812,507,1323,689,1001,444,797,1148,1336,555,1183,857,873,1054,624,906,624,406,691,1,1
1551,1199,1457,589,1287,421,347,1378,789,768,325,1332,413,1253,564,686,1115,1142,775,1249,886,781,1015,775,878,339,388,688,124,1
1599,1324,1528,894,1317,414,327,1381,678,879,498,1141,971,1242,477,715,1212,1112,767,1192,844,808,1057,781,856,575,404,666,41,1
1630,1368,1568,457,1310,395,311,1403,658,781,453,1316,488,1145,582,759,1171,1143,704,1184,859,879,1051,728,936,466,404,689,2,1
1524,1330,1459,680,1254,440,312,1329,665,614,486,1152,434,1013,585,578,955,961,934,1204,855,826,951,779,828,459,444,683,104,1
1601,1338,1506,719,1313,410,335,1383,685,838,519,1213,709,1181,475,744,1189,1200,667,1198,848,818,1054,665,892,456,411,690,40,1
1554,1344,1519,846,1289,432,319,1351,646,790,523,1116,783,1149,544,627,1072,994,944,1182,839,846,1014,850,830,578,429,661,60,1
1524,1341,1522,632,1297,425,329,1389,605,803,670,1173,429,1100,628,594,897,990,924,1182,854,949,1072,740,902,481,432,677,38,1
1637,1386,1559,651,1312,423,299,1349,605,818,324,1301,447,1241,740,710,1164,1122,830,1196,818,895,1051,521,966,642,409,698,0,1
1521,1329,1582,620,1305,404,313,1401,736,798,361,1282,384,1157,578,660,1140,1119,999,1158,845,913,1073,738,934,529,410,705,14,1
1654,1382,1541,655,1312,401,307,1408,721,726,518,1304,367,959,541,756,1341,1287,640,1182,845,806,1049,609,974,537,409,694,0,1
1639,1390,1553,660,1313,414,302,1372,643,761,420,1308,479,1082,694,737,1269,1192,729,1192,824,832,1051,514,968,579,410,698,0,1
1625,1358,1487,554,1295,400,305,1409,712,662,489,1286,713,993,633,664,1072,1092,723,1196,867,864,1051,562,901,404,414,694,25,1
1660,1388,1509,608,1319,393,312,1401,706,704,512,1324,526,938,614,742,1362,1261,641,1184,844,808,1049,595,986,494,409,694,0,1
1652,1376,1567,686,1307,409,303,1411,715,763,535,1351,436,1004,424,755,1283,1274,665,1182,850,848,1049,672,972,593,408,693,0,1
1652,1374,1574,694,1306,411,302,1412,718,773,533,1350,402,1019,399,756,1269,1276,671,1182,851,856,1049,686,970,607,408,693,0,1
1623,1336,1507,872,1317,408,325,1386,680,836,499,1142,970,1190,425,756,1242,1167,607,1199,848,772,1050,660,873,537,402,680,39,1
1681,1366,1530,671,1313,423,299,1412,644,837,519,1350,642,1044,465,835,1185,1301,627,1185,859,901,1056,655,895,578,407,690,1,1
1655,1387,1556,714,1312,398,308,1402,732,775,546,1135,582,1129,507,780,1280,1286,578,1181,844,798,1050,668,968,594,405,693,0,1
1641,1346,1489,839,1316,403,324,1389,683,800,502,1149,946,1145,385,790,1262,1218,476,1205,851,744,1045,557,889,498,400,694,38,1
1596,1362,1449,852,1299,405,308,1404,602,682,659,1004,807,980,436,649,1013,1022,659,1197,859,784,1056,539,906,524,426,694,39,1
1683,1356,1529,578,1309,417,297,1411,656,835,538,1344,611,1062,488,827,1193,1237,709,1185,862,917,1056,698,893,566,407,690,1,1
1681,1360,1507,588,1321,429,305,1410,765,801,495,1340,699,1160,372,720,1187,1181,752,1183,852,864,1053,495,930,547,405,688,3,1
1523,1347,1478,634,1292,418,327,1392,602,747,696,1113,369,1038,600,559,868,982,1015,1183,854,920,1073,735,912,449,447,687,42,1
1677,1381,1518,786,1318,425,300,1414,613,822,526,1327,643,997,436,830,1165,1356,539,1184,858,877,1055,614,902,595,408,691,1,1
1573,1316,1546,900,1313,421,328,1381,659,893,501,1134,929,1268,517,664,1150,1030,892,1188,844,843,1066,878,847,602,407,656,43,1
1674,1358,1550,762,1321,463,298,1424,791,867,513,1206,759,1291,218,695,1181,1010,495,1178,856,918,1056,413,904,641,406,686,2,1
1686,1342,1529,447,1303,410,295,1409,674,832,564,1336,568,1087,521,814,1204,1147,823,1186,865,940,1057,758,892,550,406,689,1,1
1684,1343,1530,434,1302,405,296,1407,687,824,572,1304,564,1102,536,807,1218,1133,829,1186,863,929,1056,766,900,548,406,689,1,1
1667,1350,1512,409,1302,402,294,1409,634,794,573,1292,591,1051,523,749,1164,1111,831,1185,865,923,1055,771,906,597,405,689,1,1
1662,1364,1537,727,1319,453,297,1423,745,839,521,1190,762,1238,248,667,1154,1017,513,1178,856,906,1054,452,912,668,405,687,2,1
1655,1392,1523,637,1318,395,311,1402,696,701,548,1327,674,923,598,755,1371,1261,609,1185,842,790,1049,582,983,499,409,695,0,1
1626,1383,1497,615,1314,424,295,1419,614,753,541,1156,764,1077,342,591,1078,1049,582,1179,857,867,1050,568,936,737,403,689,2,1
1543,1392,1488,447,1304,388,292,1409,732,655,623,1198,526,951,663,592,982,1000,829,1175,867,849,1031,647,922,357,381,689,4,1
1592,1407,1445,620,1293,409,300,1358,576,607,530,1147,495,954,654,622,1037,1088,828,1199,833,899,1054,691,917,439,419,693,23,1
1597,1412,1467,601,1315,384,307,1411,559,685,519,1203,619,1002,597,609,1053,1079,884,1189,870,922,1056,578,861,443,429,706,3,1
1522,1343,1522,639,1296,425,328,1390,598,795,681,1162,434,1089,630,586,881,973,923,1181,855,951,1073,733,902,489,433,676,38,1
1540,1376,1544,684,1317,435,273,1227,626,822,375,1335,413,1228,735,729,1194,1173,961,1192,747,948,1068,524,946,768,425,699,0,1
1654,1388,1529,647,1316,397,309,1406,706,722,666,1264,424,990,546,771,1355,1334,625,1182,843,786,1050,607,971,507,408,694,0,1
1600,1385,1583,485,1315,389,318,1401,639,752,398,1300,467,1158,602,725,1146,1156,624,1183,855,842,1048,703,960,442,404,689,2,1
1611,1361,1538,424,1317,404,323,1399,715,724,349,1396,778,1097,476,710,1179,1137,789,1194,854,840,1067,726,866,509,406,694,12,1
1593,1355,1493,838,1303,412,311,1400,605,739,636,1067,841,1043,471,677,1033,1027,591,1196,859,819,1056,555,896,551,413,683,35,1
1622,1379,1476,432,1305,392,293,1412,530,713,571,1200,679,950,500,615,1067,1103,756,1183,862,867,1049,753,939,717,402,691,2,1
1378,1367,1443,651,1325,436,223,996,727,734,564,1365,474,1129,654,703,1228,1264,1210,1190,622,1103,1097,660,923,875,446,692,1,1
1577,1380,1519,434,1313,411,312,1352,735,699,444,1312,773,1066,466,689,1141,1144,803,1180,916,788,1070,702,886,493,414,698,13,1
1640,1345,1491,855,1317,403,323,1389,682,804,500,1142,969,1151,387,787,1264,1209,487,1205,851,744,1045,569,886,509,400,691,38,1
1653,1378,1572,715,1307,406,304,1408,730,786,538,1232,457,1098,426,770,1258,1284,629,1181,849,835,1050,694,967,619,406,692,0,1
1598,1388,1573,502,1315,388,318,1402,632,746,407,1290,475,1148,608,717,1137,1144,653,1184,857,855,1049,688,946,428,407,691,2,1
1656,1391,1535,679,1316,393,311,1401,728,738,536,1158,553,1055,588,775,1332,1288,575,1182,841,775,1050,615,973,543,406,694,0,1
1585,1399,1496,466,1310,385,303,1409,510,679,502,1184,649,970,526,577,1039,1119,659,1181,858,823,1045,722,967,681,401,691,2,1
1478,1389,1518,543,1300,423,293,1276,787,711,583,1129,565,1069,515,635,1069,1144,940,1139,1009,739,1080,670,953,481,427,710,16,1
1619,1396,1478,591,1312,402,296,1414,513,719,539,1213,729,923,461,636,1057,1213,619,1182,858,841,1048,680,939,732,403,692,1,1
