V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1861,1545,1836,652,1505,503,399,1643,924,827,529,1554,501,1280,836,737,1515,1431,1205,1441,1026,1081,1294,812,1100,608,462,802,60,1
1657,1472,1843,705,1585,437,335,1563,918,957,491,1525,373,1363,871,908,1374,1296,703,1289,1055,899,1215,795,1047,515,562,806,24,1
1886,1633,1730,515,1544,474,416,1622,729,808,450,1536,747,1249,661,838,1462,1480,863,1394,1011,1084,1225,518,1246,640,477,801,37,1
1783,1675,1711,924,1513,442,299,1679,475,630,960,917,725,893,846,298,448,546,1506,1417,1057,1087,1229,839,1052,649,527,868,1,0
1881,1630,1868,628,1550,484,368,1658,730,923,693,1588,569,1364,800,841,1398,1457,989,1394,1009,1040,1233,638,1102,610,473,812,0,1
1779,1597,1867,574,1548,453,368,1645,889,1029,510,1602,790,1356,835,860,1324,1258,951,1375,968,956,1283,853,1128,763,535,810,0,1
1977,1639,1755,945,1557,468,371,1647,646,978,690,1573,578,1220,405,935,1474,1497,647,1389,1000,974,1240,691,1094,690,476,811,1,1
1897,1472,1744,557,1520,469,381,1637,990,884,598,1686,473,1498,604,765,1331,1387,1076,1443,1037,995,1208,787,1064,272,469,818,85,1
1944,1627,1833,803,1544,479,361,1658,707,947,775,1573,500,1285,722,920,1445,1471,638,1390,1006,1010,1237,750,1122,718,478,814,0,1
1883,1560,1764,807,1549,482,383,1649,726,951,638,1572,497,1393,699,765,1456,1518,1360,1427,1028,1080,1282,897,998,577,476,818,35,1
1977,1631,1780,939,1552,485,360,1655,735,963,459,1514,725,1164,637,968,1460,1561,494,1391,1015,1104,1238,847,1091,795,478,813,0,1
1944,1610,1876,782,1539,497,359,1660,740,1004,649,1709,776,1428,482,834,1320,1192,813,1391,999,981,1241,760,1119,651,478,812,0,1
1837,1669,1706,681,1545,452,340,1679,517,662,946,1288,668,1014,584,609,1081,1151,1254,1409,1036,1060,1224,898,1104,1007,503,828,0,0
1871,1616,1888,516,1531,473,370,1655,802,891,696,1560,428,1345,705,921,1351,1517,767,1390,1012,1045,1236,868,1046,822,474,811,10,1
1819,1644,1844,619,1552,472,348,1550,816,952,513,1501,353,1359,925,821,1481,1356,1011,1368,1131,876,1234,733,1032,886,507,819,0,1
1856,1545,1878,622,1522,499,381,1653,801,950,655,1526,329,1468,875,829,1327,1439,1028,1426,1033,1116,1279,749,1035,951,461,802,40,1
1841,1562,1841,643,1689,373,233,1638,1044,1082,679,1465,584,1680,518,718,1437,1075,623,1358,1057,867,699,517,636,470,509,833,0,1
1935,1601,1723,615,1496,461,297,1682,614,746,972,1122,611,1020,583,587,705,665,1260,1410,1055,1156,1241,753,1068,676,517,828,2,0
1896,1629,1919,840,1529,517,338,1581,675,979,670,1682,690,1464,720,832,1357,1348,980,1414,961,1159,1235,826,1159,870,483,823,0,1
1855,1588,1929,651,1545,511,353,1633,932,983,612,1616,374,1390,575,744,1376,1279,1015,1382,1044,1127,1227,687,998,624,478,792,4,1
1830,1555,1856,547,1538,487,370,1642,743,996,341,1576,727,1393,560,716,1331,1389,642,1357,977,942,1225,648,1072,506,478,815,25,1
1901,1672,1744,648,1583,449,390,1626,919,732,765,1240,899,982,488,941,1737,1756,511,1395,982,910,1225,753,1145,417,455,792,0,1
1870,1595,1837,416,1513,501,403,1637,887,841,429,1597,621,1441,795,748,1353,1249,1068,1394,1008,1064,1241,691,1142,489,484,805,43,1
459,587,0,2000,0,2000,2000,765,376,147,1360,771,2000,921,2000,2000,820,986,1983,0,56,1696,1185,2000,1634,1962,2000,0,2000,0
1949,1578,1872,540,1530,503,350,1661,950,935,479,1722,872,1364,428,836,1307,1349,1170,1396,1004,1041,1230,573,1136,1155,475,811,2,1
1803,1715,1755,672,1544,525,319,1303,1199,986,557,1394,933,1285,521,844,1574,1613,827,1340,1446,725,1296,789,884,432,469,804,1,1
1903,1638,1871,791,1558,496,376,1648,621,1047,568,1637,822,1414,357,884,1244,1326,654,1392,1016,1108,1232,965,1055,662,462,799,0,1
1882,1637,1890,617,1544,468,373,1645,784,902,586,1539,544,1304,852,832,1430,1366,729,1393,1012,1078,1230,877,1076,566,468,805,0,1
1974,1609,1690,641,1560,478,363,1655,953,788,628,1524,409,1013,545,917,1630,1846,943,1397,1006,1036,1224,523,1153,621,480,815,8,0
1919,1640,1825,809,1563,488,378,1648,624,1025,299,1576,797,1435,377,853,1278,1192,653,1388,1011,1061,1241,866,983,615,481,816,0,1
1948,1614,1825,614,1542,469,364,1651,768,921,793,1657,659,1348,739,855,1417,1346,840,1392,1004,1002,1237,787,1127,828,476,813,0,1
1945,1625,1859,844,1541,481,361,1652,915,920,643,1369,937,1400,508,850,1500,1278,646,1389,988,922,1241,802,1116,646,477,814,0,1
1950,1575,1833,485,1531,478,354,1652,726,978,619,1569,667,1342,580,932,1395,1228,1164,1402,1005,982,1233,638,1134,585,477,813,8,1
1873,1627,1867,793,1502,526,339,1483,841,820,444,1688,699,1313,594,806,1498,1420,1111,1433,896,1188,1251,933,1144,719,493,826,25,1
1962,1580,1745,615,1542,456,371,1638,930,864,463,1614,688,1267,655,824,1463,1413,937,1404,1007,992,1230,681,1102,501,476,813,21,1
1629,1511,1623,680,1530,462,372,1667,667,771,454,1367,758,1337,663,672,1016,1028,1124,1345,1016,1158,1250,815,1172,707,474,815,18,1
1895,1601,1809,498,1550,475,380,1646,841,851,410,1643,916,1290,559,835,1387,1338,928,1405,1005,988,1255,854,1019,598,478,817,15,1
1819,1370,1689,666,1511,483,400,1629,983,857,337,1578,438,1505,720,783,1342,1359,948,1497,1061,896,1178,935,1019,358,458,828,165,1
1883,1628,1868,572,1547,458,376,1647,761,890,461,1538,537,1376,714,864,1355,1362,732,1392,1006,992,1233,826,1129,503,475,811,2,1
1728,1686,1702,904,1490,456,294,1707,506,579,897,959,737,898,719,336,464,527,1422,1405,1049,1012,1230,836,1085,567,505,856,9,0
1694,1712,1697,559,1523,519,320,1372,963,708,971,1145,880,1112,504,713,1165,1378,1015,1323,1370,684,1276,714,1138,506,522,840,20,1
1596,1585,1697,778,1572,513,269,1152,870,934,640,1685,452,1319,749,884,1540,1566,1422,1383,725,1284,1295,795,1093,1140,538,816,1,1
1862,1671,1723,729,1545,446,360,1661,618,790,618,1372,718,1161,731,691,1211,1229,1038,1400,1027,1102,1243,687,996,510,510,834,3,1
1787,1550,1883,725,1537,475,371,1641,886,976,378,1527,430,1416,717,785,1359,1312,1204,1360,989,1069,1265,870,1103,631,480,830,16,1
1970,1597,1825,903,1554,546,351,1675,932,1022,605,1414,895,1523,252,817,1389,1182,574,1385,1007,1082,1242,483,1062,758,477,807,3,1
613,2149,630,1170,1238,386,58,2234,387,412,956,1161,947,1136,623,505,571,565,1006,1460,1034,785,1199,797,1345,605,528,834,0,0
1987,1619,1709,591,1559,450,376,1634,832,893,486,1569,611,1319,709,802,1460,1404,895,1389,1014,1101,1231,881,1186,610,476,810,0,1
1845,1582,1817,802,1525,545,440,1590,701,1095,572,1520,681,1350,427,906,1188,1280,758,1357,965,1010,1258,816,1091,567,454,732,65,1
1880,1721,1620,870,1607,521,373,1694,614,779,824,1182,879,1022,549,1042,1811,1925,470,1395,994,912,1224,826,1203,842,464,807,0,0
1954,1570,1764,614,1536,461,367,1641,936,861,511,1641,835,1252,786,859,1441,1449,850,1410,1012,1002,1232,688,1060,462,477,815,28,1
1856,1544,1822,1077,1549,495,387,1619,795,1081,585,1341,1144,1519,619,795,1394,1247,1080,1394,988,992,1250,1053,988,719,478,767,49,1
1784,1583,1733,1033,1639,442,352,1669,516,815,770,1432,615,881,902,919,1859,1553,331,1420,1015,980,1249,166,1062,844,484,832,0,0
1942,1609,1872,843,1531,490,351,1666,855,941,622,1584,366,1249,389,891,1450,1509,811,1389,1004,1032,1234,852,1135,761,480,814,0,1
1935,1585,1750,1001,1549,473,379,1635,803,936,589,1344,1140,1343,443,934,1493,1434,538,1419,1002,867,1228,643,1046,591,470,817,44,1
1975,1620,1800,913,1550,504,354,1664,741,988,586,1596,796,1205,516,995,1383,1616,630,1393,1008,1038,1241,715,1054,695,479,812,1,1
1933,1718,1533,1035,1595,519,357,1706,684,869,830,1218,954,1047,696,1001,1868,1960,807,1397,999,974,1251,827,971,852,467,802,0,0
1823,1626,1762,498,1497,463,309,1700,527,677,926,1102,585,1030,474,614,694,687,1104,1416,1059,1144,1240,744,1119,649,519,827,9,0
1944,1631,1791,733,1548,469,363,1658,818,830,833,1570,396,1096,636,899,1620,1590,770,1391,992,930,1235,696,1143,566,481,817,0,1
1818,1561,1800,645,1539,494,412,1615,810,1051,638,1533,438,1450,707,799,1276,1384,1103,1396,993,1085,1255,962,1055,466,501,806,49,1
1949,1639,1818,839,1547,461,366,1644,864,902,649,1259,781,1353,660,926,1523,1514,640,1390,990,911,1236,766,1140,681,476,815,0,1
1985,1573,1798,470,1530,479,346,1656,801,977,676,1568,649,1290,627,953,1421,1311,1018,1396,1019,1116,1244,917,1048,640,478,810,2,1
1882,1688,1637,913,1513,428,303,1681,517,476,1066,840,420,653,826,450,665,822,1060,1414,1041,951,1229,741,1206,617,533,843,0,0
1850,1658,1800,650,1523,463,332,1675,647,717,646,1150,524,1108,814,621,839,942,1129,1409,1017,911,1234,630,1078,754,518,831,0,0
1981,1602,1745,581,1554,483,364,1650,883,900,571,1663,783,1280,536,863,1400,1499,1050,1394,999,982,1236,635,1111,583,477,810,3,1
1908,1634,1870,817,1539,511,345,1574,677,982,352,1520,501,1501,916,845,1344,1296,1000,1411,948,1039,1239,536,1122,797,483,825,0,1
1847,1577,1817,840,1528,538,433,1594,714,1093,574,1496,744,1372,453,891,1216,1276,802,1362,968,1008,1257,848,1077,588,457,737,63,1
1755,1678,1731,540,1531,505,338,1456,926,752,800,1297,891,1166,521,750,1233,1365,988,1348,1259,777,1269,757,1102,534,509,833,19,1
1943,1620,1833,790,1539,480,357,1662,837,887,724,1577,381,1175,509,895,1532,1548,791,1390,998,982,1235,776,1139,667,480,816,0,1
1971,1626,1741,650,1556,456,372,1641,831,862,541,1563,615,1217,716,836,1528,1442,828,1391,1004,1029,1232,795,1173,596,478,813,0,1
1943,1614,1855,822,1535,485,354,1663,853,916,618,1569,385,1214,460,891,1487,1510,794,1390,1001,1008,1234,813,1138,724,480,815,0,1
1979,1623,1731,642,1557,452,374,1636,838,895,520,1504,647,1326,699,828,1473,1427,842,1390,1009,1061,1232,858,1177,625,476,811,0,1
1937,1609,1800,928,1548,534,344,1676,899,980,673,1312,885,1438,317,761,1293,1115,655,1386,1010,1078,1244,510,1053,748,469,813,3,1
1788,1660,1750,530,1535,498,348,1501,905,776,707,1379,897,1196,530,771,1269,1359,974,1362,1198,827,1266,780,1082,549,501,829,18,1
1715,1694,1698,722,1509,515,239,1240,801,608,747,1315,941,1362,844,619,1097,1202,1428,1464,756,1348,1276,712,1060,626,479,808,0,1
1946,1630,1799,754,1547,468,363,1655,847,835,607,1523,446,1101,692,890,1607,1515,741,1391,991,930,1235,687,1149,602,481,817,0,1
1949,1575,1759,621,1535,463,367,1638,919,851,518,1622,818,1244,785,851,1427,1438,858,1410,1010,1006,1232,696,1062,466,478,815,28,1
1949,1639,1817,836,1548,461,366,1645,862,899,648,1270,775,1342,662,925,1527,1513,643,1390,990,912,1236,763,1141,677,476,815,0,1
1864,1667,1736,715,1545,447,362,1660,631,799,604,1387,702,1180,730,707,1224,1241,1010,1399,1025,1092,1242,700,1008,510,507,832,3,1
1945,1632,1791,734,1548,468,363,1657,822,828,800,1562,405,1094,651,898,1622,1579,764,1391,992,927,1235,691,1144,568,481,817,0,1
1858,1639,1745,615,1536,475,359,1675,768,739,609,1507,806,1099,462,776,1295,1346,917,1400,1019,1045,1248,850,1039,572,489,818,14,1
1867,1630,1760,587,1539,475,364,1668,785,766,562,1539,832,1144,485,790,1317,1344,919,1401,1016,1032,1250,851,1034,578,486,818,14,1
1888,1622,1748,550,1543,468,352,1654,871,828,662,1521,691,1190,672,770,1263,1318,1008,1388,1011,992,1224,706,1096,492,461,811,4,1
1944,1631,1791,733,1548,469,363,1658,818,830,832,1570,398,1096,636,899,1621,1589,770,1391,992,930,1235,696,1143,566,481,817,0,1
1935,1610,1842,769,1551,510,361,1664,863,969,547,1464,751,1464,438,836,1376,1255,638,1388,1006,1046,1238,621,1089,655,476,809,3,1
1849,1630,1750,537,1538,462,347,1656,866,797,700,1461,652,1152,731,730,1205,1242,991,1385,1015,996,1218,736,1090,453,454,811,4,1
1910,1617,1748,557,1545,472,355,1653,873,844,641,1554,712,1211,641,791,1295,1360,1018,1389,1008,989,1227,689,1100,513,464,810,4,1
1848,1570,1818,885,1532,530,424,1599,729,1091,576,1466,820,1400,485,873,1250,1270,855,1368,972,1005,1256,887,1060,613,461,743,60,1
1929,1626,1697,691,1536,449,347,1654,852,699,971,1221,947,1126,548,691,1174,1282,974,1407,1020,1003,1237,715,1100,508,497,824,12,1
1912,1637,1770,810,1549,492,356,1668,764,898,612,1391,801,1329,509,750,1294,1208,822,1393,1018,1093,1242,593,1027,625,495,822,3,1
1910,1634,1867,814,1540,509,345,1577,683,976,362,1519,500,1485,909,847,1355,1305,989,1411,950,1034,1238,541,1123,789,483,824,0,1
1879,1573,1774,832,1544,483,395,1626,806,991,612,1434,806,1394,569,870,1390,1410,807,1408,997,971,1241,795,1050,531,485,812,47,1
1904,1643,1762,797,1549,485,356,1667,740,880,613,1388,787,1302,545,740,1280,1211,857,1394,1019,1094,1243,608,1022,607,497,824,3,1
1943,1623,1824,793,1549,488,362,1658,748,953,542,1575,705,1265,586,949,1374,1527,666,1392,1007,1022,1238,754,1080,628,477,812,2,1
1984,1573,1799,471,1531,478,347,1656,800,976,672,1568,647,1291,629,951,1420,1312,1013,1396,1019,1114,1243,916,1050,638,478,810,2,1
1979,1601,1762,649,1554,497,361,1656,893,926,578,1610,807,1332,476,853,1398,1431,949,1392,1001,1003,1238,602,1101,620,477,810,3,1
1875,1573,1775,819,1544,484,396,1625,806,995,614,1441,782,1397,578,865,1383,1409,826,1407,997,979,1242,806,1050,527,486,811,47,1
1948,1637,1807,804,1548,462,366,1647,857,872,633,1349,667,1255,688,913,1562,1515,672,1391,990,912,1236,729,1144,644,478,816,0,1
1853,1553,1820,1007,1543,507,400,1612,771,1085,582,1386,1027,1476,570,823,1342,1255,999,1384,982,997,1252,993,1014,680,472,758,53,1
1973,1598,1804,818,1554,529,354,1669,919,990,596,1480,866,1459,327,829,1392,1266,699,1388,1005,1056,1240,523,1075,712,477,808,3,1
1924,1623,1871,829,1535,501,348,1617,760,963,478,1550,438,1383,670,867,1393,1396,911,1401,974,1036,1237,683,1128,780,482,820,0,1
1602,1586,1700,779,1572,513,270,1160,866,935,635,1682,453,1322,752,884,1536,1561,1414,1383,729,1280,1294,790,1093,1134,537,816,1,1
1924,1629,1781,829,1550,503,355,1669,798,923,610,1396,820,1369,456,764,1313,1202,771,1392,1015,1091,1242,570,1034,652,491,819,3,1
1809,1567,1797,682,1534,496,403,1622,773,1011,695,1475,463,1391,719,761,1192,1301,1097,1394,997,1097,1258,927,1057,504,504,803,48,1
1946,1635,1802,778,1548,465,364,1652,837,861,755,1439,559,1205,646,911,1579,1558,715,1391,991,922,1236,726,1142,614,479,816,0,1
1913,1632,1718,556,1546,465,353,1658,677,815,624,1469,848,1128,550,703,1260,1385,916,1391,1005,967,1232,758,1128,799,473,813,3,1
1914,1574,1768,1021,1549,478,381,1631,801,974,588,1344,1141,1388,489,899,1468,1386,677,1413,998,899,1234,748,1031,624,472,804,46,1
1688,1669,1698,735,1524,515,246,1220,817,683,723,1399,829,1352,823,680,1198,1285,1427,1445,749,1333,1280,731,1067,744,493,810,0,1
1945,1632,1795,748,1548,468,363,1656,824,840,808,1528,447,1131,639,903,1607,1580,753,1391,992,927,1235,705,1142,581,480,817,0,1
1868,1658,1769,680,1546,450,365,1657,663,822,568,1424,661,1229,726,746,1257,1271,941,1397,1020,1068,1240,731,1038,508,499,827,3,1
1838,1554,1814,1059,1541,497,379,1627,752,1028,663,1299,1070,1437,647,749,1274,1165,1076,1392,995,1020,1254,997,1001,728,485,769,47,1
1923,1614,1848,724,1550,498,364,1660,839,951,527,1481,702,1444,501,842,1371,1280,659,1389,1006,1034,1237,668,1098,620,476,809,2,1
1803,1571,1795,704,1531,497,398,1626,751,988,728,1441,478,1357,726,739,1144,1253,1094,1392,1000,1104,1259,907,1058,526,505,800,47,1
1966,1608,1808,667,1539,469,357,1650,834,937,661,1404,719,1323,645,939,1475,1419,817,1393,1003,1007,1240,837,1097,662,477,813,1,1
1946,1633,1789,741,1549,466,364,1652,842,821,600,1513,459,1085,743,889,1627,1512,734,1392,989,916,1235,658,1150,580,481,818,0,1
1943,1612,1863,831,1533,487,353,1664,854,927,620,1576,377,1229,429,891,1470,1509,801,1390,1002,1018,1234,830,1137,740,480,815,0,1
1881,1644,1725,620,1542,472,346,1667,601,807,654,1329,901,1120,489,624,1199,1263,748,1388,1010,983,1231,775,1124,931,471,813,2,1
1946,1633,1788,738,1549,465,364,1654,840,820,645,1523,447,1081,721,891,1630,1529,737,1392,990,917,1235,667,1149,575,481,817,0,1
1976,1615,1800,866,1548,502,353,1663,747,986,595,1593,781,1214,528,990,1387,1584,671,1393,1009,1047,1242,736,1053,690,479,812,1,1
1805,1575,1800,1023,1527,502,364,1643,668,924,814,1216,927,1277,701,660,1041,1007,1068,1387,1007,1075,1261,888,1025,745,498,771,43,1
1949,1637,1785,731,1552,465,367,1649,814,818,636,1600,785,1063,709,879,1617,1476,735,1394,991,940,1234,684,1160,576,482,817,0,1
1758,1600,1825,673,1533,489,356,1558,910,893,561,1409,569,1322,651,763,1299,1332,1146,1348,1107,950,1268,822,1114,592,493,833,18,1
1831,1571,1808,720,1532,519,425,1603,758,1072,606,1527,554,1402,573,850,1234,1334,938,1377,979,1049,1257,892,1072,514,479,771,57,1
1950,1610,1784,578,1552,475,368,1649,844,897,535,1623,704,1311,593,863,1386,1455,948,1394,1001,985,1235,696,1117,557,476,810,3,1
1943,1574,1787,503,1535,483,338,1602,808,973,672,1581,628,1293,640,945,1434,1338,1061,1394,987,1134,1249,904,1053,694,484,811,1,1
1813,1566,1798,680,1531,495,405,1626,770,997,637,1488,454,1408,673,771,1219,1296,1042,1402,1001,1070,1262,939,1061,486,499,809,51,1
1871,1640,1796,556,1543,454,363,1654,653,829,547,1441,689,1219,650,740,1266,1331,761,1390,1008,976,1231,842,1135,703,473,813,2,1
1727,1706,1698,716,1502,515,236,1249,793,574,759,1275,993,1367,855,591,1050,1164,1429,1472,759,1354,1274,703,1056,572,473,807,0,1
1764,1575,1824,769,1528,471,358,1659,800,891,509,1425,477,1294,702,739,1233,1228,1190,1365,998,1054,1262,841,1105,697,491,824,17,1
1959,1625,1786,862,1549,497,353,1664,709,955,597,1557,810,1177,522,937,1351,1572,653,1392,1008,1027,1239,734,1066,734,478,813,1,1
1824,1411,1714,693,1514,495,408,1621,928,903,383,1567,486,1474,663,807,1312,1344,911,1469,1042,918,1194,912,1033,398,457,809,146,1
1882,1557,1798,1052,1549,487,385,1625,798,1034,586,1342,1143,1461,561,841,1426,1308,902,1402,993,951,1243,918,1007,677,476,783,48,1
1917,1609,1845,538,1541,465,366,1650,774,919,533,1548,574,1347,685,893,1377,1345,828,1393,1010,1034,1237,857,1102,549,476,811,2,1
1793,1565,1717,800,1475,517,367,1563,783,722,572,1356,510,1192,689,680,1124,1131,1099,1416,1006,972,1118,917,974,540,523,804,123,1
1884,1574,1772,846,1545,482,394,1626,806,986,610,1427,834,1389,558,875,1399,1412,784,1409,998,962,1240,782,1050,536,484,812,47,1
1829,1581,1787,995,1517,508,375,1589,760,929,615,1313,921,1352,640,737,1261,1170,1110,1390,987,996,1193,1000,976,680,505,777,70,1
1793,1578,1791,744,1526,500,388,1634,712,945,788,1380,505,1294,739,698,1055,1165,1087,1390,1005,1116,1261,870,1061,566,508,796,45,1
1926,1631,1834,766,1544,498,352,1587,711,962,382,1531,526,1460,870,835,1370,1320,977,1406,963,1053,1237,613,1136,755,482,821,0,1
1789,1563,1862,729,1536,475,368,1648,866,939,425,1508,452,1361,681,776,1341,1316,1176,1363,994,1074,1263,868,1099,622,482,829,16,1
1945,1626,1813,770,1544,472,361,1657,848,855,609,1534,431,1128,636,890,1578,1514,753,1391,994,949,1235,717,1146,631,481,817,0,1
1928,1635,1827,776,1545,487,355,1614,757,896,494,1538,563,1273,817,867,1493,1402,858,1402,970,978,1236,604,1139,681,482,821,0,1
1912,1597,1750,652,1523,470,359,1658,838,779,575,1513,839,1169,745,782,1261,1284,851,1408,1020,1017,1237,661,1060,475,486,817,30,1
1953,1633,1776,716,1552,463,367,1649,830,828,602,1558,619,1104,723,873,1602,1484,754,1393,993,950,1234,700,1159,581,481,816,0,1
1944,1619,1844,807,1538,481,357,1660,841,898,629,1590,512,1181,498,888,1509,1499,782,1391,999,998,1234,791,1143,697,480,815,0,1
1944,1616,1852,817,1536,484,355,1662,845,910,627,1588,473,1199,469,889,1493,1501,790,1391,1001,1007,1234,807,1141,715,480,815,0,1
1909,1572,1773,1026,1549,480,382,1630,800,983,588,1343,1141,1400,500,889,1461,1373,714,1411,997,908,1235,776,1027,632,473,801,46,1
1978,1607,1800,790,1545,497,352,1662,757,985,611,1588,755,1228,547,983,1394,1531,738,1394,1011,1060,1242,771,1053,680,478,812,1,1
1947,1632,1830,840,1544,468,363,1649,862,911,643,1335,684,1329,597,918,1506,1513,680,1390,993,939,1236,786,1139,699,477,815,0,1
1930,1584,1751,987,1549,474,381,1635,803,941,591,1352,1113,1347,453,929,1485,1432,559,1418,1001,876,1229,655,1046,586,471,816,45,1
1878,1602,1704,1003,1528,476,362,1652,708,802,775,1181,949,1153,513,764,1192,1202,775,1409,1011,923,1242,635,1065,616,501,816,46,1
1980,1595,1799,680,1540,491,350,1660,772,982,633,1581,719,1249,575,972,1403,1455,834,1394,1014,1079,1243,821,1051,666,478,811,1,1
1977,1600,1773,692,1554,505,359,1659,900,943,582,1577,822,1364,438,847,1396,1389,885,1391,1002,1016,1238,582,1094,643,477,809,3,1
1792,1565,1773,836,1496,495,370,1677,617,732,593,1296,528,1231,522,648,972,903,748,1444,1047,976,1282,832,1082,561,483,825,71,1
1791,1585,1739,746,1520,492,385,1638,708,879,819,1309,434,1222,706,658,1021,1155,1194,1391,1005,1082,1262,864,1073,528,525,809,50,1
1972,1625,1786,925,1551,500,353,1664,721,967,619,1561,757,1173,513,977,1371,1595,634,1393,1009,1032,1241,722,1061,700,480,813,1,1
1850,1548,1819,1059,1544,495,385,1625,775,1051,589,1334,1093,1491,608,781,1353,1212,1050,1397,993,992,1254,1033,997,708,479,772,50,1
1791,1590,1788,833,1499,497,371,1675,594,758,633,1290,527,1223,521,650,963,907,769,1431,1038,1001,1292,836,1087,575,489,822,56,1
1970,1597,1824,897,1554,545,351,1675,931,1020,604,1418,893,1519,257,818,1390,1188,582,1386,1007,1080,1242,486,1063,755,477,807,3,1
1984,1579,1798,526,1533,482,347,1657,793,979,664,1572,668,1279,613,958,1416,1350,968,1395,1018,1106,1243,891,1049,647,478,810,2,1
1981,1580,1800,511,1532,477,348,1655,808,969,673,1534,664,1297,631,950,1432,1333,976,1395,1016,1093,1243,901,1059,644,478,811,1,1
1961,1588,1779,481,1532,473,346,1658,746,934,674,1520,695,1236,615,882,1370,1307,978,1394,1018,1086,1241,908,1066,703,476,811,2,1
1955,1605,1808,855,1552,533,350,1674,877,987,613,1400,896,1456,291,785,1358,1196,603,1386,1007,1066,1240,532,1073,786,476,808,3,1
1947,1638,1792,750,1551,465,366,1649,819,825,644,1561,793,1086,704,888,1612,1483,717,1394,990,929,1234,685,1156,587,481,817,0,1
1913,1627,1761,723,1546,499,348,1670,722,886,636,1360,899,1268,403,695,1268,1234,685,1387,1009,1020,1235,668,1102,868,474,811,2,1
1815,1637,1751,526,1534,456,343,1657,861,770,733,1409,618,1119,780,696,1155,1176,976,1383,1020,999,1213,762,1084,420,448,811,4,1
1873,1655,1700,729,1521,481,353,1598,678,715,624,1350,583,1122,769,732,1221,1280,974,1411,980,1057,1240,812,1079,517,493,816,27,1
1879,1661,1726,707,1546,452,361,1660,657,806,611,1415,728,1178,702,717,1239,1269,1039,1399,1023,1084,1242,680,1013,521,505,831,3,1
1791,1580,1790,752,1524,500,385,1635,703,936,802,1367,511,1281,741,689,1036,1145,1086,1390,1006,1119,1262,862,1061,575,509,796,45,1
1811,1619,1817,805,1550,512,321,1443,737,967,441,1571,486,1445,864,857,1405,1380,1131,1402,879,1115,1256,616,1113,904,500,822,0,1
